t,x
157,-0.644359148
158,0.200531577
159,1.044452858
160,-0.241721291
161,0.169593429
162,3.148472752
163,1.132372015
164,0.041533259
165,0.363393908
166,1.315712247
167,0.939544331
168,-0.314504807
169,0.250876598
170,0.998038038
171,1.346960174
172,0.781581527
173,-0.16165217
174,-0.107912161
175,-0.167957246
176,-0.75032495
177,-0.256129411
178,-0.63274023
179,-1.221795588
180,-0.456516814
181,-0.520519171
182,0.667523701
183,1.626999163
184,1.482340735
185,2.528049118
186,1.080647779
187,-1.576898498
188,-2.134170217
189,-0.553775825
190,-1.940989538
191,-1.098312557
192,-1.43434465
193,-1.276881108
194,-1.083895014
195,-0.911292116
196,0.023186435
197,0.308881512
198,0.531543787
199,0.374650839
200,0.755993109
201,-0.953142401
202,-1.506506344
203,0.7327836
204,-0.255442322
205,-0.348090503
206,-2.520564597
207,-1.811537614
208,-2.002361978
209,-2.453069554
210,1.005352477
211,-0.166409651
212,0.817565756
213,1.050213648
214,0.928313918
215,1.462678204
216,1.664520185
217,2.126332406
218,1.871975906
219,1.506522997
220,-0.954446816
221,-0.688776228
222,-0.493958711
223,-1.260318631
224,-1.138987178
225,-1.034368605
226,2.509711165
227,3.819315326
228,1.423323029
229,3.555853865
230,2.479550433
231,1.838531449
232,1.721320958
233,0.987185957
234,-0.202169436
235,0.049238599
236,0.801128882
237,-0.631869122
238,-0.591796756
239,-1.474004069
240,-1.130335303
241,-0.317670872
242,-0.658038071
243,-0.780653072
244,1.507959628
245,-1.140659823
246,-0.13215069
247,-0.863431351
248,-0.628628701
249,-1.845686385
250,-3.194169844
251,-3.278473257
252,-0.76491943
253,-0.814471871
254,-0.237767432
255,0.487267142
256,-0.208919609
257,1.100939476
258,-0.072128483
259,-0.001422137
260,0.59491653
261,-2.481217122
262,-1.640065415
263,-2.792658195
264,-3.352608292
265,-3.362076301
266,-3.653889947
267,-0.036290537
268,0.613820724
269,0.899425275
270,-0.732687514
271,-0.355177225
272,0.920327304
273,0.839357719
274,0.810085355
275,0.205380537
276,-0.205663027
277,0.369372191
278,0.057864701
279,-1.216755033
280,0.375115403
281,0.423648789
282,-0.833394004
283,0.601071261
284,-0.06185453
285,0.807567089
286,-1.33627625
287,-0.101531705
288,-1.436458548
289,0.430956432
290,-1.010364643
291,0.073619017
292,-0.479723008
293,-1.959569187
294,-0.145662655
295,0.666265113
296,0.896222683
297,1.258502842
298,0.793699202
299,-0.529355097
300,0.371471739
301,-0.394946981
302,-1.476129989
303,-2.951678876
304,-2.933049438
305,-1.451673319
306,-0.947182525
307,-1.152978541
308,-1.219644274
309,1.550467591
310,1.07383956
311,0.211912737
312,0.314423113
313,0.961671593
314,1.262943246
315,-0.586686185
316,-1.198647541
317,-0.900868944
318,-2.589470155
319,-1.533487766
320,-1.418999964
321,-1.644379174
322,-2.272490002
323,-2.535497693
324,-1.94975046
325,-0.690425186
326,-1.282915288
327,-1.499814416
328,-0.476835823
329,-0.548040942
330,-0.201362253
331,-1.132552473
332,-1.202458019
333,0.211629875
334,2.221446893
335,2.218943246
336,-0.882753386
337,0.027759021
338,-1.036235397
339,-0.954589209
340,-1.720081909
341,-0.147515861
342,-0.835334916
343,-0.222086739
344,-1.075299864
345,-0.818341304
346,-0.918165037
347,-0.643840345
348,-1.953680241
349,-0.651623175
350,-2.331657052
351,-1.168203822
352,-0.588787535
353,-0.996860761
354,-0.289305243
355,-1.548246359
356,-1.619365622
357,-1.244967551
358,-1.204002203
359,1.888277409
360,0.873250522
361,1.293454974
362,0.74969074
363,1.763173943
364,1.961805836
365,0.778486139
366,-0.988948442
367,-0.012191594
368,-1.502282146
369,-1.545559606
370,0.295378312
371,0.208094925
372,-1.262319072
373,-3.006999671
374,-1.244183981
375,-1.695861706
376,-1.14199684
377,-2.013031717
378,-0.804687502
379,0.939411545
380,2.651463204
381,0.70557858
382,0.918150512
383,2.326262433
384,0.857702023
385,-0.224421798
386,-1.138938245
387,0.603693325
388,0.810498271
389,2.681525041
390,2.899059353
391,0.987750745
392,-0.086239065
393,-1.071602929
394,-0.237372001
395,-1.260555062
396,-1.495807778
397,-1.488411195
398,-0.786984366
399,-1.495152846
400,-1.874080147
401,1.62853129
402,1.363204893
403,1.231773565
404,-1.421555521
405,-0.330441539
406,-0.45807173
407,0.159647653
408,-0.547110354
409,0.801270604
410,1.325122005
411,-0.035177176
412,0.27054829
413,0.078155197
414,0.094673521
415,0.586241183
416,0.839722441
417,0.522803611
418,-0.37979057
419,-1.514409975
420,-2.667141524
421,-0.649445026
422,-1.218686732
423,-0.373926708
424,2.143900329
425,1.293822055
426,-0.37987439
427,0.233432549
428,1.236224553
429,0.885117963
430,1.099863859
431,1.902698032
432,3.463727272
433,2.676078299
434,0.824461991
435,-0.202823833
436,-0.357191098
437,-2.224484911
438,-1.13589727
439,0.013932844
440,-0.949774665
441,-3.022784839
442,-0.837538963
443,-2.340010652
444,-2.294557956
445,-1.28462781
446,-0.381998853
447,-0.923222477
448,-1.986937229
449,-0.510017081
450,0.380066882
451,0.117626058
452,0.837103024
453,0.179620865
454,0.977281244
455,-0.067947065
456,0.848764286
457,-0.022169847
458,0.066190303
459,-0.437444093
460,0.976946349
461,1.471480862
462,-0.294181853
463,-0.362195776
464,-0.845816755
465,1.100441121
466,2.539932971
467,2.497794569
468,0.888740932
469,0.822765238
470,0.597639327
471,-0.65143635
472,-0.927927848
473,-1.651943797
474,-0.323382914
475,-1.312568649
476,-1.252854976
477,-1.581698916
478,-0.631703137
479,0.565293359
480,1.605475458
481,2.101498655
482,0.917418755
483,0.781890312
484,2.049726048
485,1.860967588
486,1.566450229
487,0.939334925
488,0.67587165
489,-0.359579987
490,0.311702249
491,1.55594515
492,1.392103415
493,-1.407683752
494,0.666238641
495,-0.789136613
496,0.687572318
497,1.848023091
498,0.181530201
499,-0.344094424
500,-0.231147337
501,-0.474574719
502,-0.166743359
503,-0.660194945
504,-1.465947056
505,-1.418384782
506,-0.248298067
507,0.755414542
508,0.300889505
509,-0.092241813
510,-0.974659501
511,0.04875241
512,0.593942666
513,-0.824136894
514,-0.502792536
515,0.27296934
516,1.132065
517,1.593016446
518,0.295074212
519,0.614939002
520,-0.161640133
521,-0.972949892
522,-1.091183616
523,-2.151087522
524,-2.260894974
525,-2.90468021
526,-2.076362728
527,0.284682088
528,1.075546685
529,1.700104632
530,-0.185046828
531,0.860458128
532,1.63584995
533,0.174150902
534,-0.644247559
535,-0.320627062
536,-0.159648013
537,-0.802235297
538,-1.116224661
539,0.571711391
540,0.776046529
541,0.980816517
542,1.90992312
543,-0.183963609
544,-0.480026131
545,-0.129717936
546,-0.701599607
547,0.333911074
548,-0.120395308
549,-1.088408187
550,-0.459247477
551,0.350124811
552,0.503066962
553,1.665679887
554,-0.075560016
555,-0.894444107
556,-1.420307547
557,-1.057315757
558,-1.211517245
559,-0.213844786
560,-0.56244072
561,-0.535918303
562,0.141481886
563,1.830790173
564,0.576004574
565,0.979752186
566,1.675566751
567,2.594108305
568,3.071249359
569,1.341070707
570,-1.389543295
571,-1.955092627
572,-2.400317454
573,-0.550324017
574,0.41320405
575,1.452070484
576,2.04246416
577,1.562009058
578,1.556291985
579,0.563141546
580,0.858058689
581,0.306719005
582,-0.067144433
583,0.073226974
584,0.384880014
585,1.073401406
586,0.011623217
587,0.424986257
588,-1.158195399
589,-1.069249489
590,-2.637051321
591,-0.931180345
592,0.545401721
593,-1.247990798
594,-1.184397563
595,-1.040004923
596,-0.738013755
597,-1.252271064
598,0.381605061
599,-0.797008212
600,-0.421264882
601,2.580628032
602,0.440634386
603,0.417544346
604,0.166584556
605,-0.990531083
606,-0.961303705
607,-2.176516288
608,-1.852683796
609,-2.130373503
610,-3.583429178
611,-1.095775717
612,-0.801948701
613,1.186480867
614,0.605556479
615,0.443432389
616,0.048569335
617,-0.749461632
618,0.053475798
619,-1.770727079
620,0.299149553
621,0.864962823
622,-0.104794449
623,-0.952820104
624,-0.944009462
625,-0.525894576
626,-0.512513033
627,-0.452782533
628,1.322430149
629,1.450652213
630,-2.139081634
631,-0.96627505
632,0.589978052
633,0.116604041
634,-0.746530291
635,-1.361651766
636,0.561592164
637,2.350022708
638,-0.173536298
639,-1.453137736
640,-2.019435276
641,0.467666399
642,0.283884774
643,0.507573057
644,-0.677920484
645,-1.679763728
646,-2.700938075
647,-0.978520572
648,1.208844106
649,0.812187314
650,0.425992714
651,-0.803744762
652,-0.04252375
653,-1.775990308
654,-0.488668517
655,-0.398849589
656,-0.437417322
657,-0.15222756
658,-0.789554683
659,0.009515968
660,-2.294974894
661,-2.137988346
662,0.48758248
663,1.978613189
664,-0.104873433
665,1.245224339
666,0.487002381
667,0.362158872
668,1.1217443
669,1.795828836
670,0.416396102
671,-0.664555182
672,0.306809728
673,0.954295524
674,1.37682298
675,-0.033929612
676,0.884160958
677,0.283798988
678,-1.857695213
679,-2.169496741
680,-0.764635205
681,-0.982262205
682,-0.716020018
683,0.783430479
684,0.270853907
685,0.957426117
686,1.06656774
687,0.730023402
688,0.291722942
689,-0.319955307
690,0.245185922
691,-0.070444764
692,-0.838341264
693,0.501846152
694,0.645552479
695,-0.748523438
696,-0.513879512
697,0.345302166
698,-1.245555323
699,-1.915532677
700,0.740758602
701,0.107230772
702,0.550144174
703,0.413476054
704,0.073603592
705,0.51315754
706,-0.262235963
707,0.032006377
708,0.766157033
709,0.710517012
710,-0.975548048
711,-0.863050328
712,-1.442033131
713,0.149003768
714,0.334796295
715,0.687886196
716,-0.61975509
717,0.641020942
718,0.164243801
719,-0.577788457
720,0.17539361
721,-0.174625628
722,1.600426881
723,0.660748732
724,1.142006444
725,2.009380073
726,0.128260789
727,0.726152095
728,-1.214517149
729,-1.464647764
730,-0.548148139
731,0.1800424
732,2.111437709
733,2.524397495
734,3.621995557
735,3.926033473
736,2.58413483
737,2.555345102
738,1.950304494
739,-0.109555582
740,0.169395693
741,0.320662262
742,0.284689336
743,1.243884203
744,0.629493735
745,1.741962603
746,3.135190031
747,1.986005929
748,1.132098986
749,-0.503741312
750,-0.452286366
751,0.140043163
752,0.222515026
753,0.745146587
754,0.010209198
755,-1.115000955
756,-0.248357869
757,-0.194813281
758,0.080710584
759,-0.345005226
760,-0.746254437
761,-1.493941959
762,-0.387074862
763,1.048136452
764,0.500514298
765,-0.570342756
766,-2.875120683
767,0.083239457
768,-0.885523144
769,-1.101497686
770,0.562220986
771,1.133572808
772,0.033294762
773,1.402817759
774,0.023347363
775,-1.397676374
776,-3.394691204
777,-0.269479008
778,-0.464450566
779,0.338281515
780,0.04677073
781,-0.15839889
782,0.082274063
783,0.449807598
784,0.764071953
785,-0.155995334
786,-0.289947903
787,-0.310260817
788,0.07296925
789,0.400215959
790,0.05266
791,-0.929921919
792,-1.672670922
793,-0.709528224
794,-1.007236096
795,-0.029558529
796,0.888236769
797,1.775462482
798,2.272611846
799,0.081232481
800,-0.418524135
801,-2.078579954
802,-3.310899163
803,-2.421100637
804,-0.397720866
805,-0.416252494
806,-0.891091282
807,-0.928380823
808,-0.51023922
809,-0.609773593
810,-2.119577359
811,-0.407254401
812,-0.766807115
813,1.017340398
814,-1.277447529
815,-0.019719884
816,-0.15333099
817,0.369112249
818,-0.021226192
819,0.338719248
820,-1.269561811
821,-1.414000516
822,-1.270357077
823,-0.500943055
824,-0.057394128
825,1.446454049
826,1.50873879
827,1.299976661
828,1.673008112
829,1.171217354
830,0.40879759
831,0.145082175
832,0.082967284
833,0.001718358
834,-0.499217808
835,0.017847253
836,-0.250721303
837,-0.64668576
838,-1.110871176
839,-0.237053253
840,0.192201178
841,-1.653583323
842,0.129970318
843,0.468050192
844,0.130527501
845,1.406123959
846,-1.392130845
847,0.009439697
848,-0.285030986
849,-0.661328831
850,0.810488421
851,-0.441895693
852,0.288627973
853,-0.313353819
854,0.413674247
855,-0.878186492
856,-1.041371902
857,-0.22326913
858,-0.80239609
859,0.075710597
860,-1.546686282
861,-1.727941745
862,-1.430368854
863,-2.591333303
864,-3.366132832
865,-2.549172559
866,-3.096326899
867,-1.544855836
868,-1.2313271
869,2.077168592
870,0.8147072
871,-1.532092639
872,-0.707152496
873,-0.68503733
874,-1.21068186
875,-0.827012203
876,-0.508610049
877,-0.76789395
878,0.593479854
879,1.134985909
880,1.085547021
881,1.817878046
882,2.930426102
883,0.780127719
884,-1.141548928
885,-0.914478527
886,-2.079531909
887,-1.623491075
888,-1.815575429
889,-0.720928458
890,-1.259683291
891,-1.314755059
892,-1.11768918
893,-0.711841422
894,1.205109605
895,0.867925485
896,0.765135328
897,-0.40157023
898,-0.087019761
899,-0.410343648
900,-0.487303929
901,0.538723105
902,-0.393902636
903,-0.790651641
904,-0.801623701
905,-2.109042231
906,-3.004360085
907,-0.973643891
908,-0.832821915
909,0.088253437
910,-0.186333445
911,0.773579257
912,0.001393026
913,0.221762028
914,0.835276907
915,0.622173073
916,0.63440324
917,0.676629003
918,-1.420366989
919,-0.404963473
920,-0.237714303
921,0.834119289
922,-0.670048103
923,-0.447641382
924,-0.471205769
925,-0.385693071
926,-2.369436517
927,-2.870044543
928,-1.103439582
929,-0.557077072
930,0.307123378
931,0.455642261
932,1.57866996
933,-0.684362299
934,-0.634555675
935,-2.181984357
936,-0.415111274
937,-0.264464553
938,0.234508328
939,-0.637161687
940,-1.861977196
941,-1.733159909
942,-1.072806336
943,1.147574776
944,1.20821624
945,0.604511109
946,1.047201052
947,0.167618575
948,-1.069531219
949,0.164901144
950,-0.487363237
951,-0.940014746
952,-0.509743447
953,0.150696767
954,-0.991948305
955,-3.194344664
956,-2.983246314
957,-0.728703272
958,1.836665991
959,-0.693949005
960,-1.188537946
961,-0.259825913
962,-0.357702479
963,-0.602708996
964,-0.189998039
965,0.218443884
966,-0.166373581
967,-0.388041951
968,-0.120498316
969,-0.159928998
970,1.326026099
971,0.159618138
972,1.707792684
973,1.967534058
974,1.499013581
975,0.366755025
976,-0.215357285
977,0.132457624
978,1.215887976
979,0.000563374
980,0.775249574
981,0.306944043
982,0.578369757
983,-0.752787132
984,-1.48123359
985,-0.742483417
986,0.636452761
987,0.659942993
988,-0.611575149
989,0.477776968
990,-0.638321467
991,-0.147915962
992,-0.387323212
993,0.234183338
994,0.782572102
995,0.091208114
996,0.039699307
997,2.22972925
998,0.073878446
999,-0.367763048
